the_geom,cost_estimate,the_geom_webmercator,latitude,longitude,borough,job_type,permit_type,job_number,bin_number,job_type2,cartodb_id,enlargement_flag_yes_no,square_footage,permit_issuance_date,permit_expiration_date,job_location_house_number,job_location_street_name,community_board,applicant_business_name,proposed_occupancy_class,proposed_stories,proposed_dwelling_units
0101000020E610000000000000038852C0000000208F4D4440,310000,0101000020110F00000D3CD9682E7A5FC16CB3E44545E65241,40.6059303283691,-74.1251831054688,Staten Island,A1,ALT 1 Enlargement,520329109,5019259,A1,1181,true,1200,6/17/2019,5/29/2020 12:00,426,WESTWOOD AVENUE,502,VILLANO CONSTRUCTION LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000020158052C0000000C08F4D4440,3353532,0101000020110F00004FDC6D76B66C5FC1D384E1F845E65241,40.6059494018555,-74.0012893676758,Brooklyn,NB,New Building,321192339,3166699,NB,1182,false,22659,11/7/2019,4/17/2020 12:00,11,BAY 20 STREET,311,"PACIFIC RIM , LLC",EDUCATIONAL,3,0
0101000020E6100000000000C0D46F52C0000000C08F4D4440,65120,0101000020110F0000FC59A3A51B515FC1D384E1F845E65241,40.6059494018555,-73.7473602294922,Queens,NB,New Building,421176596,4596248,NB,1183,false,440,11/18/2019,6/21/2020 12:00,1147,BEACH 12 STREET,414,RIKE ASSOCIATES INC,UTILITY / MISCELLANEOUS,1,
0101000020E6100000000000C0D46F52C0000000C08F4D4440,731564,0101000020110F0000FC59A3A51B515FC1D384E1F845E65241,40.6059494018555,-73.7473602294922,Queens,NB,New Building,421176603,4596248,NB,1184,false,4943,11/18/2019,6/21/2020 12:00,1147,BEACH 12 STREET,414,RIKE ASSOCIATES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000E0D46F52C0000000C0914D4440,742664,0101000020110F0000B149FEDB1B515FC17239A43548E65241,40.6060104370117,-73.7473678588867,Queens,NB,New Building,421176612,4596249,NB,1185,false,5018,11/18/2019,6/21/2020 12:00,1151,BEACH 12 STREET,414,RIKE ASSOCIATES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000A0B87952C000000060924D4440,297669,0101000020110F00008E1A9F4AE8615FC1ED18A1E848E65241,40.606029510498,-73.9018936157227,Brooklyn,A1,ALT 1 Enlargement,321955256,3243098,A1,1186,true,1502,8/20/2019,5/22/2020 12:00,2628,NATIONAL DR,318,PASHA USA CONSTRUCTION,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000604E8052C0000000C0924D4440,2705292,0101000020110F000060B51EB5176D5FC19CA0055449E65241,40.6060409545898,-74.0047836303711,Brooklyn,NB,New Building,321440437,3166559,NB,1187,false,18279,10/29/2019,10/23/2020 12:00,1755,BENSON AVENUE,311,BWT CONSTRUCTION CORP,RESIDENTIAL: APARTMENT HOUSES,4,10
0101000020E610000000000080E08552C000000060944D4440,284604,0101000020110F00001B84D31F8E765FC18BFA63254BE65241,40.6060905456543,-74.0918273925781,Staten Island,NB,New Building,520355641,5046347,NB,1188,false,1923,6/4/2019,1/10/2020 12:00,19,ROOSEVELT STREET,502,NNT DEVELOPMENT CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000C0057E52C000000000954D4440,696250,0101000020110F00004A67C1A936695FC110E860D84BE65241,40.6061096191406,-73.9691009521484,Brooklyn,A1,ALT 1 Enlargement,321733068,3177404,A1,1189,true,1258,10/15/2019,10/16/2020 12:00,1813,EAST 4TH STREET,315,M.N.C. GENERAL CONTR CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000000F98052C0000000E09B4D4440,90000,0101000020110F00003AD3FE87396E5FC1E1F93F8953E65241,40.6063194274902,-74.0151977539062,Brooklyn,A1,ALT 1 Enlargement,321796794,3169093,A1,1190,true,2694,10/30/2019,7/31/2020 12:00,8858,15TH AVENUE,311,DHC CONTRACTING INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000040558A52C0000000409C4D4440,735264,0101000020110F000073A390CD1F7E5FC11DA0A4F453E65241,40.606330871582,-74.1614532470703,Staten Island,NB,New Building,510066232,5034973,NB,1191,false,4968,10/21/2019,2/2/2020 12:00,1735,RICHMOND AVENUE,502,AL DIBIASI BUILDERS LLC,MERCANTILE,2,0
0101000020E6100000000000E0577F52C0000000E09C4D4440,1660000,0101000020110F00005B3AA000756B5FC1D0B7A1A754E65241,40.6063499450684,-73.9897384643555,Brooklyn,A1,ALT 1 Enlargement,321401194,3162352,A1,1192,true,4616,1/3/2019,1/1/2020 12:00,7802,BAY PARKWAY,311,HUNTER ROBERTS CONST. GRP,ASSEMBLY: OTHER,2,
0101000020E610000000000080887D52C0000000809E4D4440,1352618,0101000020110F00007E2ED3E961685FC1C09E007956E65241,40.6063995361328,-73.9614562988281,Brooklyn,A1,ALT 1 Enlargement,320909031,3182845,A1,1193,true,6950,7/25/2019,7/11/2020 12:00,2083,CONEY ISLAND AVENUE,315,EDWARD BUILDERS INC,BUSINESS,5,0
0101000020E610000000000040377A52C0000000809E4D4440,400000,0101000020110F00001CA07560BF625FC1C09E007956E65241,40.6063995361328,-73.9096221923828,Brooklyn,A1,ALT 1 Enlargement,321576503,3242897,A1,1194,true,1274,10/3/2019,1/9/2020 12:00,2667,EAST 66 STREET,318,HOLIDAY CONSTRUCTION CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000060CA7D52C000000020A04D4440,526090,0101000020110F00003BA306CFD1685FC14D9C5F4A58E65241,40.6064491271973,-73.9654769897461,Brooklyn,A1,ALT 1 Enlargement,321803090,3177502,A1,1195,true,367,7/3/2019,6/26/2020 12:00,703,KINGS HIGHWAY,315,NESPO DEVELOPERS LLC,MERCANTILE,2,2
0101000020E6100000000000008E8952C0000000C0A14D4440,287268,0101000020110F00001219585BCD7C5FC17CB0BE1B5AE65241,40.6064987182617,-74.1492919921875,Staten Island,NB,New Building,520067025,5171896,NB,1196,false,1941,4/19/2019,4/12/2020 12:00,63,HALL AVENUE,,FOREST VIEW AT HIGH ROCK,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000A08F8952C000000080A24D4440,287268,0101000020110F00003D45F61DD07C5FC1E52388F25AE65241,40.6065216064453,-74.1493911743164,Staten Island,NB,New Building,520066954,5171897,NB,1197,false,1941,4/19/2019,4/12/2020 12:00,65,HALL AVENUE,502,FOREST VIEW AT HIGH ROCK,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000060918952C000000020A34D4440,287268,0101000020110F00001D61EF16D37C5FC1135D85A55BE65241,40.6065406799316,-74.1494979858398,Staten Island,NB,New Building,520066963,5171898,NB,1198,false,1941,4/19/2019,4/12/2020 12:00,69,HALL AVENUE,,FOREST VIEW AT HIGH ROCK,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000600F7052C0000000C0A34D4440,28608252,0101000020110F0000D07F3C3A7F515FC19E9982585CE65241,40.606559753418,-73.7509384155273,Queens,NB,New Building,421562268,4618927,NB,1199,false,193299,7/18/2019,7/17/2020 12:00,19-15,NAMEOKE AVENUE,414,REAL BUILDERS INC,RESIDENTIAL: APARTMENT HOUSES,8,142
0101000020E610000000000000958952C000000020A44D4440,287268,0101000020110F000092883C3FD97C5FC12759E7C35CE65241,40.6065711975098,-74.1497192382812,Staten Island,NB,New Building,520066945,5171899,NB,1200,false,1941,4/19/2019,4/12/2020 12:00,71,HALL AVENUE,,FOREST VIEW AT HIGH ROCK,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000E05D8652C0000000C0A54D4440,587520,0101000020110F00009DAC1C1663775FC10AA546955EE65241,40.6066207885742,-74.099479675293,Staten Island,A1,ALT 1 Enlargement,520288493,5021648,A1,1201,true,0,4/4/2019,3/31/2020 12:00,59,LONGFELLOW,502,NI CONSTRUCTION CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000040DB7D52C000000060A64D4440,1762250,0101000020110F0000750BFB78EE685FC1A5EF43485FE65241,40.6066398620605,-73.9665069580078,Brooklyn,A1,ALT 1 Enlargement,321358302,3177479,A1,1202,true,4213,9/23/2019,9/22/2020 12:00,1727,OCEAN PARKWAY,315,SALUTE CONTRACTING CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000804E8052C0000000A0A84D4440,90000,0101000020110F000014A579EB176D5FC185B1A0CC61E65241,40.6067085266113,-74.0047912597656,Brooklyn,A1,ALT 1 Enlargement,321499641,3166554,A1,1203,true,1835,9/5/2019,8/9/2020 12:00,58,BAY 17TH STREET,311,WING LEE CONTRACTOR INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000C0E17F52C0000000A0A84D4440,745920,0101000020110F000065056F325F6C5FC185B1A0CC61E65241,40.6067085266113,-73.9981536865234,Brooklyn,NB,New Building,321735208,3425890,NB,1204,false,5040,8/27/2019,8/26/2020 12:00,1933,84TH STREET,311,STELLAR CONTRACTING LLC,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E610000000000020E37F52C000000040AA4D4440,745920,0101000020110F000028525788616C5FC1143C009E63E65241,40.6067581176758,-73.9982376098633,Brooklyn,NB,New Building,321735217,3426778,NB,1205,false,5040,8/27/2019,8/26/2020 12:00,1929,84 STREET,311,STELLAR CONTRACTING LLC,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E610000000000060367052C0000000A0AA4D4440,2428828,0101000020110F0000E4A31079C1515FC17E10650964E65241,40.6067695617676,-73.7533187866211,Queens,NB,New Building,410211300,4865073,NB,1206,false,16411,6/13/2019,3/28/2020 12:00,2105,BIRDSALL AVENUE,414,RASHBI DEVELOPMENT INC,RESIDENTIAL: APARTMENT HOUSES,3,11
0101000020E6100000000000E0097E52C000000000AB4D4440,1075664,0101000020110F0000914D7AAB3D695FC11FE6C97464E65241,40.6067810058594,-73.969352722168,Brooklyn,NB,New Building,321618255,3253612,NB,1207,false,7268,10/30/2019,10/27/2020 12:00,442,QUENTIN ROAD,315,ABECO CONSTRUCTION LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000C03D7052C0000000A0AC4D4440,886964,0101000020110F000083E20500CE515FC1C291294666E65241,40.6068305969238,-73.7537689208984,Queens,NB,New Building,421349482,4614909,NB,1208,false,5993,9/17/2019,4/2/2020 12:00,21-17,BIRDSALL AVENUE,414,A & I DEVELOPERS INC,RESIDENTIAL: APARTMENT HOUSES,3,5
0101000020E6100000000000203F7052C0000000E0AC4D4440,886964,0101000020110F0000462FEE55D0515FC15224C28D66E65241,40.6068382263184,-73.7538528442383,Queens,NB,New Building,421349473,4614908,NB,1209,false,5993,9/17/2019,4/2/2020 12:00,21-19,BIRDSALL AVENUE,414,A & I DEVELOPERS INC,RESIDENTIAL: APARTMENT HOUSES,3,5
0101000020E610000000000020007E52C000000040AD4D4440,1059088,0101000020110F00008C44C51B2D695FC12B0127F966E65241,40.6068496704102,-73.9687576293945,Brooklyn,NB,New Building,321360745,3253613,NB,1210,false,7156,11/6/2019,10/31/2020 12:00,464,QUENTIN ROAD,315,PLATINUM RENOVATIONS 1 LL,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000020007E52C000000040AD4D4440,60384,0101000020110F00008C44C51B2D695FC12B0127F966E65241,40.6068496704102,-73.9687576293945,Brooklyn,NB,New Building,321735048,3384715,NB,1211,false,408,11/4/2019,10/31/2020 12:00,464GAR,QUENTIN ROAD,315,PLATINUM RENOVATIONS 1 LL,UTILITY / MISCELLANEOUS,1,
0101000020E6100000000000A0D47C52C0000000A0AD4D4440,125000,0101000020110F000071C6A96030675FC13DDF8B6467E65241,40.606861114502,-73.9504776000977,Brooklyn,A1,ALT 1 Enlargement,322026133,3329271,A1,1212,true,428,11/18/2019,3/18/2020 12:00,2209,AVENUE R,315,MBW CONSTRUCTION INC,INSTITUTION: DAY CARE,2,
0101000020E610000000000000297E52C000000080B14D4440,1545120,0101000020110F00003574ED8972695FC1721C49BA6BE65241,40.6069793701172,-73.9712524414062,Brooklyn,NB,New Building,320197381,3421623,NB,1213,false,10440,10/15/2019,10/16/2020 12:00,1747,EAST 2ND STREET,315,M.N.C. GENERAL CONTR CORP,ASSEMBLY: OTHER,3,
0101000020E610000000000000898652C0000000E0B14D4440,861000,0101000020110F0000F7B6A956AC775FC12C08AE256CE65241,40.606990814209,-74.1021118164062,Staten Island,A1,ALT 1 Enlargement,520370376,5017135,A1,1214,true,2802,5/8/2019,3/5/2020 12:00,5,BEEBE STREET,502,EG ENTERPRISES NY INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000060DF7C52C0000000E0B14D4440,45584,0101000020110F00001C4D36A342675FC12C08AE256CE65241,40.606990814209,-73.9511337280273,Brooklyn,NB,New Building,321422698,3183252,NB,1215,false,308,11/4/2019,9/18/2020 12:00,1824,EAST 22 STREET,315,PLATINUM RENOVATIONS 1 LL,UTILITY / MISCELLANEOUS,1,
0101000020E610000000000060DF7C52C0000000E0B14D4440,635000,0101000020110F00001C4D36A342675FC12C08AE256CE65241,40.606990814209,-73.9511337280273,Brooklyn,A1,ALT 1 Enlargement,320832863,3183252,A1,1216,true,4023,11/4/2019,10/31/2020 12:00,1824,EAST 22 STREET,315,PLATINUM RENOVATIONS 1 LL,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000E0337E52C000000020B24D4440,42750,0101000020110F000093EAD40285695FC1FDA5466D6CE65241,40.6069984436035,-73.9719161987305,Brooklyn,A1,ALT 1 Enlargement,320917282,3175942,A1,1217,true,1693,12/7/2018,12/7/2019 12:00,379,QUENTIN ROAD,315,DEC CONTRACTORS LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000E0568052C0000000E0B24D4440,593924,0101000020110F000056614625266D5FC1A68210446DE65241,40.6070213317871,-74.0053024291992,Brooklyn,NB,New Building,321938659,3426802,NB,1218,false,4013,9/16/2019,2/19/2020 12:00,8662,BAY 16TH STREET,311,MILLENNIUM BUILDERS & DEV,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E6100000000000205C8052C000000080B34D4440,721204,0101000020110F0000F8B431102F6D5FC18E130EF76DE65241,40.6070404052734,-74.0056228637695,Brooklyn,NB,New Building,321938668,3166519,NB,1219,false,4873,9/26/2019,2/19/2020 12:00,8664,BAY 16TH STREET,311,MILLENNIUM BUILDERS & DEV,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E610000000000060568052C0000000E0B34D4440,593924,0101000020110F000085A2DA4B256D5FC1B20573626EE65241,40.6070518493652,-74.0052719116211,Brooklyn,NB,New Building,321938640,3426801,NB,1220,false,4013,9/16/2019,2/19/2020 12:00,8660,BAY 16TH STREET,311,MILLENNIUM BUILDERS & DEV,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E6100000000000405A8052C000000020B74D4440,721204,0101000020110F000063A9DDE02B6D5FC1CB6A330572E65241,40.6071510314941,-74.0055084228516,Brooklyn,NB,New Building,321938631,3166518,NB,1221,false,4873,9/11/2019,2/19/2020 12:00,8658,BAY 16TH STREET,311,MILLENNIUM BUILDERS & DEV,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E6100000000000A0BC7E52C000000060B74D4440,587020,0101000020110F00004448714B6D6A5FC1DE13CC4C72E65241,40.6071586608887,-73.9802627563477,Brooklyn,A1,ALT 1 Enlargement,320908416,3175549,A1,1222,true,1636,11/8/2019,7/13/2020 12:00,1629,WEST 7 STREET,311,STAR UNIVERSE RENOVATION*,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E6100000000000E0728952C0000000C0B74D4440,344988,0101000020110F0000FFE842489F7C5FC1771231B872E65241,40.6071701049805,-74.1476364135742,Staten Island,NB,New Building,520067301,5863672,NB,1223,false,2331,4/19/2019,4/12/2020 12:00,15,HALL AVENUE,,FOREST VIEW AT HIGH ROCK,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000C08F7C52C000000060BC4D4440,225000,0101000020110F0000C8D8EF62BB665FC1A7B9B9E477E65241,40.6073112487793,-73.9462738037109,Brooklyn,A1,ALT 1 Enlargement,320909406,3253788,A1,1224,true,1743,12/7/2018,12/7/2019 12:00,2621,AVENUE R,315,DEC CONTRACTORS LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000020DD8452C000000060BD4D4440,264032,0101000020110F00007097BE8CD5745FC11D8E1C0379E65241,40.6073417663574,-74.0759963989258,Staten Island,NB,New Building,520332033,5168882,NB,1225,false,1784,10/16/2019,10/15/2020 12:00,106,DONLEY AVENUE,501,KRAMER ENTERPRISES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000A0C17E52C000000060BD4D4440,635500,0101000020110F00007CBCA6C9756A5FC11D8E1C0379E65241,40.6073417663574,-73.9805679321289,Brooklyn,A1,ALT 1 Enlargement,321385130,3175552,A1,1226,true,1411,11/8/2019,7/13/2020 12:00,1621,W 7 ST,311,STAR UNIVERSE RENOVATION*,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000000DE8452C000000040BE4D4440,299552,0101000020110F00005F253B09D7745FC10D0FB3FD79E65241,40.6073684692383,-74.0760498046875,Staten Island,NB,New Building,520332024,5168883,NB,1227,false,2024,10/16/2019,10/15/2020 12:00,104,DONLEY AVENUE,501,KRAMER ENTERPRISES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000C00B7D52C0000000A0BE4D4440,395700,0101000020110F000085B450038E675FC1C32318697AE65241,40.6073799133301,-73.9538421630859,Brooklyn,A1,ALT 1 Enlargement,321816692,3183186,A1,1228,true,273,2/15/2019,2/15/2020 12:00,1751,EAST 19 STREET,315,MBW CONSTRUCTION INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000E0DE8452C000000040BF4D4440,299552,0101000020110F000050B3B785D8745FC19AF3151C7BE65241,40.6073989868164,-74.0761032104492,Staten Island,NB,New Building,520332015,5168884,NB,1229,false,2024,10/16/2019,10/15/2020 12:00,102,DONLEY AVENUE,501,KRAMER ENTERPRISES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000060047D52C0000000A0C04D4440,8366292,0101000020110F0000E7755B7C81675FC1D4FBDDA57CE65241,40.6074409484863,-73.9533920288086,Brooklyn,NB,New Building,321121264,3183169,NB,1230,false,56529,9/26/2019,9/11/2020 12:00,2226,OCEAN AVENUE,315,JACOBS DEVELOPMENT CORP,RESIDENTIAL: APARTMENT HOUSES,8,43
0101000020E6100000000000C0DF8452C0000000A0C14D4440,264032,0101000020110F000040413402DA745FC1BCF440C47DE65241,40.6074714660645,-74.0761566162109,Staten Island,NB,New Building,520332006,5168885,NB,1231,false,1784,10/16/2019,10/15/2020 12:00,100,DONLEY AVENUE,501,KRAMER ENTERPRISES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000060DA8452C0000000E0C24D4440,264032,0101000020110F0000EBFDEDE0D0745FC1E8B73C2A7FE65241,40.6075096130371,-74.0758285522461,Staten Island,NB,New Building,520332042,5168881,NB,1232,false,1784,10/16/2019,10/15/2020 12:00,108,DONLEY AVENUE,501,KRAMER ENTERPRISES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000C0FB7952C000000020CA4D4440,120000,0101000020110F000059EC5F4F5A625FC15E928B4687E65241,40.6077308654785,-73.9059906005859,Brooklyn,A1,ALT 1 Enlargement,301956355,3242924,A1,1233,true,454,10/24/2019,10/12/2020 12:00,394,MAYFAIR DRIVE SOUTH,318,"I & G GROUP, INC",RESIDENTIAL 1-2 FAMILY HOUSES,2,1
0101000020E610000000000080047D52C000000060CA4D4440,5576048,0101000020110F00009C65B6B281675FC12364248E87E65241,40.607738494873,-73.9533996582031,Brooklyn,NB,New Building,321788044,3183165,NB,1234,false,37676,10/30/2019,9/1/2020 12:00,2218,OCEAN AVE,315,YM PRO CORP,RESIDENTIAL: APARTMENT HOUSES,9,55
0101000020E610000000000000177D52C000000060CB4D4440,340000,0101000020110F000001FA481FA1675FC197B087AC88E65241,40.6077690124512,-73.9545288085938,Brooklyn,A1,ALT 1 Enlargement,321536851,3183139,A1,1235,true,126,11/18/2019,9/14/2020 12:00,1736,E 19 STREET,315,Z & J CONSTRUCTION CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000A0E77A52C0000000A0CF4D4440,7873600,0101000020110F000069D0ACF7EA635FC12815AE6D8DE65241,40.6078987121582,-73.9203872680664,Brooklyn,NB,New Building,321437487,3423979,NB,1236,false,53200,1/31/2019,1/31/2020 12:00,2570,FLATBUSH AVENUE,318,RACANELLI CONSTRUCTION CO,MERCANTILE,2,
0101000020E610000000000060A97D52C000000000D14D4440,5099932,0101000020110F000003713FC199685FC15EDE76F78EE65241,40.6079406738281,-73.9634628295898,Brooklyn,NB,New Building,320622769,3428576,NB,1237,false,34459,9/26/2019,9/25/2020 12:00,923,QUENTIN ROAD,315,B CONTRACTORS GROUP LLC,EDUCATIONAL,4,
0101000020E610000000000020D58552C0000000E0D54D4440,689236,0101000020110F0000EA4E80CD7A765FC1D9589C6B94E65241,40.6080894470215,-74.0911331176758,Staten Island,NB,New Building,520318843,5171820,NB,1238,false,4657,11/6/2019,3/19/2020 12:00,778,RICHMOND ROAD,502,M-A-C-HOME DESIGN AND CON,BUSINESS,2,2
0101000020E6100000000000206E7B52C0000000E0D54D4440,211957,0101000020110F00006653E46DCF645FC1D9589C6B94E65241,40.6080894470215,-73.928596496582,Brooklyn,A1,ALT 1 Enlargement,320770224,3241634,A1,1239,true,891,9/19/2019,5/5/2020 12:00,2118,EAST 37,318,458 CONSTRUCTION CO INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000080A26F52C0000000E0D54D4440,876752,0101000020110F00006CF0D64AC6505FC1D9589C6B94E65241,40.6080894470215,-73.7442932128906,Queens,NB,New Building,421410244,4297717,NB,1240,false,5924,1/1/2019,1/1/2020 12:00,1148,VIRGINIA ST.,414,ALL-BORO REHAB CONSTRCT C,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000080A26F52C0000000E0D54D4440,52096,0101000020110F00006CF0D64AC6505FC1D9589C6B94E65241,40.6080894470215,-73.7442932128906,Queens,NB,New Building,421555445,4297717,NB,1241,false,352,5/30/2019,1/1/2020 12:00,1148,VIRGINIA ST,414,ALL-BORO REHAB CONSTRCT C,RESIDENTIAL: 1 & 2 FAMILY HOUSES,1,1
0101000020E610000000000000857C52C000000080D84D4440,320208,0101000020110F00001D526320A9665FC18D16625B97E65241,40.6081695556641,-73.9456176757812,Brooklyn,A1,ALT 1 Enlargement,321194122,3183531,A1,1242,true,1049,8/6/2019,8/5/2020 12:00,1760,EAST 28TH STREET,315,Y LEVY CONTRACTING CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000080377F52C000000020D94D4440,2367408,0101000020110F0000AAB69F023E6B5FC10071600E98E65241,40.6081886291504,-73.9877624511719,Brooklyn,NB,New Building,321193588,3160445,NB,1243,false,15996,2/11/2019,2/8/2020 12:00,7504,BAY PARKWAY,311,EAGLE VISION GENERAL CONT,RESIDENTIAL: APARTMENT HOUSES,6,10
0101000020E6100000000000402F7D52C000000020DB4D4440,4807040,0101000020110F0000D9A03250CA675FC1550F284B9AE65241,40.6082496643066,-73.9560089111328,Brooklyn,NB,New Building,321699989,3428566,NB,1244,false,32480,10/15/2019,9/1/2020 12:00,1705,EAST 17 STREET,315,YM PRO CORP,RESIDENTIAL: APARTMENT HOUSES,8,35
0101000020E6100000000000C0C28052C0000000C0DC4D4440,556480,0101000020110F00001673D461DD6D5FC136598A1C9CE65241,40.6082992553711,-74.0118865966797,Brooklyn,NB,New Building,321186060,3424437,NB,1245,false,3760,10/24/2019,9/30/2020 12:00,138,BAY 10TH STREET,311,EAGLE VISION GENERAL CONT,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E610000000000080C18052C000000060DF4D4440,556480,0101000020110F000009164742DB6D5FC197B1500C9FE65241,40.6083793640137,-74.0118103027344,Brooklyn,NB,New Building,321186042,3424374,NB,1246,false,3760,10/17/2019,9/30/2020 12:00,136,BAY 10TH STREET,311,EAGLE VISION GENERAL CONT,RESIDENTIAL: APARTMENT HOUSES,3,3
0101000020E6100000000000E08C7D52C0000000A0E24D4440,2192000,0101000020110F00002FF4415869685FC15ED215AFA2E65241,40.6084785461426,-73.9617233276367,Brooklyn,A1,ALT 1 Enlargement,321455377,3409250,A1,1247,true,0,8/5/2019,7/1/2020 12:00,2003,CONEY ISLAND AVE,315,MICHILLI INC,EDUCATIONAL,5,
0101000020E6100000000000808D7D52C0000000E0E84D4440,1680000,0101000020110F0000B6A208686A685FC1DA0F08ADA9E65241,40.6086692810059,-73.9617614746094,Brooklyn,A1,ALT 1 Enlargement,321449394,3409253,A1,1248,true,0,6/27/2019,7/1/2020 12:00,1989,CONEY ISLAND AVE,315,MICHILLI INC,EDUCATIONAL,3,
0101000020E610000000000020DA7D52C000000040EA4D4440,520492,0101000020110F00001D9EC88FEC685FC1A302D236ABE65241,40.6087112426758,-73.966438293457,Brooklyn,A1,ALT 1 Enlargement,321525603,3176127,A1,1249,true,1446,10/31/2019,2/27/2020 12:00,1720,EAST 7 STREET,315,G BUILDERS MANAGEMENT INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E6100000000000E0BB7E52C000000060F24D4440,618425,0101000020110F000009AA4F056C6A5FC1AC73C24DB4E65241,40.608959197998,-73.9802169799805,Brooklyn,A1,ALT 1 Enlargement,321268793,3174354,A1,1250,true,0,12/16/2018,12/8/2019 12:00,1566,W 6 ST,311,TGC CONSTRUCTION INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000020868652C000000060F64D4440,307692,0101000020110F0000BE2D7E74A7775FC1463455C7B8E65241,40.6090812683105,-74.101936340332,Staten Island,NB,New Building,520363605,5021628,NB,1251,false,2079,9/30/2019,9/29/2020 12:00,31,WITTEMAN PLACE,502,WALLACE AVENUE CONSTR LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000E08E8052C0000000A0F64D4440,129522,0101000020110F00005BDD6944856D5FC1DC64EE0EB9E65241,40.6090888977051,-74.0087203979492,Brooklyn,A1,ALT 1 Enlargement,321821784,3166289,A1,1252,true,1323,7/18/2019,6/28/2020 12:00,8658,16 AVENUE,311,FOUR BORO ENTERPRISE INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000020D17D52C0000000A0F74D4440,897405,0101000020110F000052333546DD685FC1982C532DBAE65241,40.6091194152832,-73.9658889770508,Brooklyn,A1,ALT 1 Enlargement,321717371,3176221,A1,1253,true,4540,5/10/2019,5/9/2020 12:00,1705,EAST 7TH ST,315,ATTILIO DEVELOPERS CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000E0818652C000000000F94D4440,307692,0101000020110F0000C2576A3CA0775FC131CD1DB7BBE65241,40.6091613769531,-74.101676940918,Staten Island,NB,New Building,520363614,5171430,NB,1254,false,2079,9/30/2019,9/29/2020 12:00,29,WITTEMAN PLACE,502,WALLACE AVENUE CONSTR LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
