the_geom,cost_estimate,the_geom_webmercator,latitude,longitude,borough,job_type,permit_type,job_number,bin_number,job_type2,cartodb_id,enlargement_flag_yes_no,square_footage,permit_issuance_date,permit_expiration_date,job_location_house_number,job_location_street_name,community_board,applicant_business_name,proposed_occupancy_class,proposed_stories,proposed_dwelling_units
0101000020E610000000000080627F52C00000000093494440,8643792,0101000020110F000051D1D10C876B5FC180A26D5AD0E15241,40.5747985839844,-73.9903869628906,Brooklyn,NB,New Building,321189628,3321839,NB,583,false,58404,3/26/2019,3/25/2020 12:00,2920,WEST 23RD STREET,313,"DOBCO, INC",ASSEMBLY: OTHER,3,
0101000020E610000000000040067D52C000000020644E4440,2654676,0101000020110F00007C81AFAB84675FC1A1B9D08F33E75241,40.6124305725098,-73.9535064697266,Brooklyn,NB,New Building,302197414,3425990,NB,1338,false,17937,5/15/2019,3/22/2020 12:00,2025,OCEAN AVENUE,314,STRUCTURELINE INC,RESIDENTIAL APT HOUSE,7,15
0101000020E610000000000040B17D52C00000000047514440,90000,0101000020110F0000746EA021A7685FC147BE31576EEA5241,40.6349792480469,-73.9639434814453,Brooklyn,A1,ALT 1 Enlargement,320219312,3121143,A1,1870,true,1966,3/8/2019,12/12/2019 12:00,1404,NEWKIRK AVENUE,314,SFFTS INC,ASSEMBLY: OTHER,3,
0101000020E610000000000000868052C0000000E064514440,298000,0101000020110F000045623131766D5FC1292894C68FEA5241,40.6358909606934,-74.0081787109375,Brooklyn,A1,ALT 1 Enlargement,320689545,3140557,A1,1904,true,6227,10/9/2019,7/19/2020 12:00,821,59 STREET,312,D Z IMAGE INC,BUSINESS,6,
0101000020E610000000000000697D52C0000000208F554440,10289552,0101000020110F0000BD384F682C685FC134CBCD6239EF5241,40.6684303283691,-73.9595336914062,Brooklyn,NB,New Building,321080833,3029709,NB,2598,false,69524,6/11/2019,5/26/2020 12:00,931,CARROLL ST.,309,STREKTE CORP,RESIDENTIAL: APARTMENT HOUSES,7,69
0101000020E610000000000040637B52C0000000A05C594440,8349568,0101000020110F000008DDFCF4BC645FC1327E1DAD7BF35241,40.6981391906738,-73.9279327392578,Brooklyn,NB,New Building,321093598,3421763,NB,3746,false,56416,5/30/2019,5/29/2020 12:00,605,HART STREET,304,CITI STRUCTURE LLC,RESIDENTIAL: APARTMENT HOUSES,8,57
0101000020E6100000000000A0577452C0000000E0245A4440,2704256,0101000020110F000009488451C5585FC1A3CBA9025CF45241,40.7042503356934,-73.8178482055664,Queens,NB,New Building,420663231,4618904,NB,3901,false,18272,11/6/2019,7/8/2020 12:00,136-21,HILLSIDE AVENUE,409,BOLEX.GC CORP,BUSINESS,3,0
0101000020E6100000000000007A7A52C0000000A0CD5A4440,1380100,0101000020110F0000C9A225C230635FC184F6701219F55241,40.709400177002,-73.9136962890625,Queens,NB,New Building,420664506,4619112,NB,4032,false,9325,9/4/2019,12/27/2019 12:00,1896,DEKALB AVE,405,KNG BUILDERS INC,RESIDENTIAL: APARTMENT HOUSES,4,10
0101000020E610000000000020DE7852C0000000C05E5F4440,1801900,0101000020110F00008B5DB22575605FC1B3D1205237FA5241,40.7450790405273,-73.888557434082,Queens,NB,New Building,421617717,4036991,NB,5166,false,12175,4/22/2019,3/20/2020 12:00,41-12,77 ST,404,TASLIM CONSTRUCTION INC,BUSINESS,4,
0101000020E610000000000080FC7D52C0000000E02D604440,32713772,0101000020110F0000171D78F326695FC1F20D5B851FFB5241,40.7513999938965,-73.9685363769531,Manhattan,NB,New Building,121191138,1090642,NB,5433,false,221039,10/1/2019,9/30/2020 12:00,821,1ST AVENUE,106,TISHMAN CONSTRUCTION CORP,BUSINESS,35,20
0101000020E610000000000040887F52C00000002047604440,5196428,0101000020110F00005798182CC76B5FC1788F4AD43BFB5241,40.7521705627441,-73.9926910400391,Manhattan,NB,New Building,122682294,1014392,NB,5461,false,35111,8/14/2019,6/15/2020 12:00,263,W 34TH ST,105,NY DEVELOPERS & MANAGEMEN,BUSINESS,6,
0101000020E6100000000000E0097252C0000000C0D1604440,30000,0101000020110F000008969691DB545FC1A0712E40D7FB5241,40.7564010620117,-73.781852722168,Queens,A1,ALT 1 Enlargement,401132573,4125183,A1,5620,true,888,3/15/2019,12/1/2019 12:00,200-15,45 ROAD,411,GLOBAL TEAM NY INC,RESID. BLDG - OLD CODE,2,2
0101000020E6100000000000005A7D52C0000000A0AF684440,77489692,0101000020110F000017DCAEED12685FC12C37B340AA045341,40.8178596496582,-73.9586181640625,Manhattan,NB,New Building,121187161,1090647,NB,6678,false,523579,5/3/2019,5/2/2020 12:00,614,WEST 131ST STREET,109,TURNER CONSTRUCTION COMPA,BUSINESS,1,
0101000020E6100000000000A0227752C0000000A039714440,466200,0101000020110F0000D63260D1835D5FC1AD1E6AB3400E5341,40.8845710754395,-73.8614883422852,Bronx,NB,New Building,220492606,2127278,NB,7113,false,3150,3/22/2019,2/14/2020 12:00,716,EAST 221 ST,212,IVAN ROSA LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E610000000000080EF8E52C000000000CB424440,732452,0101000020110F000068AADE2DF1855FC1C71495023CDA5241,40.5218200683594,-74.2333679199219,Staten Island,NB,New Building,520357694,5171728,NB,122,false,4949,10/15/2019,12/22/2019 12:00,43,MADSEN AVENUE,503,TCS CONTRACTING INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000020FF7B52C000000060ED4A4440,127872,0101000020110F0000A67DF2B9C5655FC1575AFDAE53E35241,40.5853691101074,-73.9374465942383,Brooklyn,NB,New Building,321185132,3247644,NB,737,false,864,6/11/2019,4/3/2020 12:00,14A,MESEREAU COURT,315,D HANDY INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000000527B52C000000040424B4440,452880,0101000020110F0000B0A5F7A79F645FC17DAF7E9AB2E35241,40.5879592895508,-73.9268798828125,Brooklyn,NB,New Building,321617871,3854376,NB,770,false,3060,3/1/2019,2/6/2020 12:00,5,MERIT CT,315,CHESAKL ENTERPRISES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000608C7D52C0000000200D504440,1583000,0101000020110F00005C35D67E68685FC1866700170FE95241,40.6254005432129,-73.9616928100586,Brooklyn,A1,ALT 1 Enlargement,321584718,3179617,A1,1626,true,0,9/26/2019,9/25/2020 12:00,1417,AVENUE J,314,BBM CONSTRUCTION CORP,MERCANTILE,6,17
0101000020E6100000000000E0527F52C00000000020514440,3871976,0101000020110F000024C66A826C6B5FC11AF59CB142EA5241,40.6337890625,-73.9894332885742,Brooklyn,NB,New Building,320891736,3137492,NB,1825,false,26162,1/3/2019,1/4/2020 12:00,4815,14 AVE,312,SNAP DEVELOPERS LLC,RESIDENTIAL: APARTMENT HOUSES,6,10
0101000020E6100000000000802E8152C00000004095524440,734376,0101000020110F000021950768946E5FC1AB79AF72E4EB5241,40.6451797485352,-74.0184631347656,Brooklyn,NB,New Building,321532766,3426151,NB,2169,false,4962,7/2/2019,6/28/2020 12:00,262,55 STREET,307,SHENG YEE CONSTR. INC,RESIDENTIAL: APARTMENT HOUSES,5,5
0101000020E610000000000080E37752C000000060EA534440,11097632,0101000020110F00003FFC7A6FCB5E5FC185C1234F62ED5241,40.655590057373,-73.8732604980469,Brooklyn,NB,New Building,321188905,3421908,NB,2331,false,74984,5/3/2019,5/2/2020 12:00,516,SCHROEDERS AVENUE,305,MONADNOCK CONSTRUCTION IN,BUSINESS,7,80
0101000020E610000000000060E87B52C0000000A00B564440,1330372,0101000020110F000045134C159F655FC102BE88CBC4EF5241,40.6722297668457,-73.9360580444336,Brooklyn,NB,New Building,321735967,3036409,NB,2737,false,8989,11/15/2019,11/14/2020 12:00,209,TROY AVENUE,308,TRIPLE C BUILDERS LLC,RESIDENTIAL: APARTMENT HOUSES,4,9
0101000020E6100000000000E0727D52C0000000E033564440,6617400,0101000020110F000077315F2E3D685FC1FB58E4DDF1EF5241,40.6734580993652,-73.9601364135742,Brooklyn,A1,ALT 1 Enlargement,320260524,3389808,A1,2769,true,12451,6/17/2019,5/31/2020 12:00,523,ST JOHNS PLACE,308,WDF INC,BUSINESS,2,
0101000020E610000000000000988052C000000080E8564440,546120,0101000020110F0000D93758C4946D5FC1EA40C923BCF05241,40.6789703369141,-74.00927734375,Brooklyn,NB,New Building,321542201,3008389,NB,2954,false,3690,12/5/2018,11/30/2019 12:00,84,VISITATION PLACE,306,BUSKO REALTY CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000E0877F52C0000000C086574440,2220000,0101000020110F00003AC90789C66B5FC1D2E6B15E6DF15241,40.6837997436523,-73.9926681518555,Brooklyn,NB,New Building,321138372,3336085,NB,3154,false,15000,9/23/2019,3/18/2020 12:00,240,SMITH STREET,306,SDS LEONARD LLC,MERCANTILE,2,
0101000020E6100000000000A0687D52C0000000200D584440,1096976,0101000020110F00009F693EC52B685FC1216920DF03F25241,40.6879005432129,-73.9595108032227,Brooklyn,NB,New Building,310105052,3809050,NB,3315,false,7412,11/21/2019,6/6/2020 12:00,385,CLASSON AVE,303,AR DEVELOPERS INC,RESIDENTIAL APT HOUSE,4,8
0101000020E610000000000020277652C00000002056594440,3388608,0101000020110F00009B43AC9ED85B5FC17FC6126574F35241,40.697940826416,-73.8461380004883,Queens,NB,New Building,421098975,4617822,NB,3737,false,22896,12/31/2018,12/31/2019 12:00,85-05,102 STREET,409,MPCC CORP,EDUCATIONAL,3,
0101000020E6100000000000C03D7A52C00000006029634440,666455,0101000020110F0000CB50EE6ACA625FC17F1E9BA477FE5241,40.7747001647949,-73.9100189208984,Queens,A1,ALT 1 Enlargement,420303077,4017003,A1,6144,true,3346,1/5/2019,12/2/2019 12:00,22-21,33 STREET,401,SFFTS INC,ASSEMBLY: OTHER,3,
0101000020E610000000000040F27152C00000000002644440,3569760,0101000020110F0000B69D7370B3545FC1125A1B9A6AFF5241,40.7813110351562,-73.7804107666016,Queens,NB,New Building,421543075,4617646,NB,6289,false,24120,8/28/2019,8/27/2020 12:00,18-52,BAY LANE,407,VERTICAL CONTRACTING INC,RESIDENTIAL: APARTMENT HOUSES,4,12
0101000020E610000000000000977A52C0000000A0E3664440,31376,0101000020110F000070DE8E0462635FC11572E213A6025341,40.8038215637207,-73.9154663085938,Bronx,NB,New Building,220151742,2802010,NB,6541,false,212,11/6/2019,3/29/2020 12:00,163,BRUCKNER BLVD,201,FELIKS & SON STORAGE TANK,BUSINESS,1,
0101000020E6100000000000A05A8F52C000000040DD3F4440,221852,0101000020110F0000EC1D4B24A7865FC103465A7BF6D65241,40.4989395141602,-74.2399063110352,Staten Island,NB,New Building,520317988,5087858,NB,1,false,1499,3/12/2019,3/9/2020 12:00,686,YETMAN AVENUE,503,TROY CONSTRUCTION OF NY I,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000040638F52C000000000EC3F4440,330780,0101000020110F000098B9CDCAB5865FC12997BAF406D75241,40.4993896484375,-74.2404327392578,Staten Island,NB,New Building,520390256,5087863,NB,2,false,2235,11/13/2019,3/9/2020 12:00,439,MANHATTAN STREET,503,TROY CONSTRUCTION OF NY I,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000204E8F52C0000000A0F03F4440,548932,0101000020110F0000627BC5E891865FC16DE0211F0CD75241,40.4995307922363,-74.239143371582,Staten Island,NB,New Building,520219629,5165136,NB,3,false,3709,3/18/2019,3/5/2020 12:00,712,ROCKAWAY STREET,503,EG ENTERPRISES NY INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000C0428F52C0000000E00A404440,295347,0101000020110F0000314672967E865FC1F6DBB77029D75241,40.5003318786621,-74.2384490966797,Staten Island,A1,ALT 1 Enlargement,520336798,5087694,A1,4,true,1402,11/12/2019,10/12/2020 12:00,412,LORETTO STREET,503,"I & G GROUP, INC",RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E6100000000000E0448F52C00000004017404440,150000,0101000020110F00002F317C3282865FC122CF184337D75241,40.5007095336914,-74.2385787963867,Staten Island,A1,ALT 1 Enlargement,520220546,5087691,A1,5,true,142,2/4/2019,2/4/2020 12:00,398,LORETTO STREET,503,MAXIMUM CONTRACTING INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,1,1
0101000020E6100000000000606D8F52C00000008045404440,461020,0101000020110F0000BB9193FDC6865FC11D5584EB6AD75241,40.5021209716797,-74.2410507202148,Staten Island,NB,New Building,520298516,5169689,NB,6,false,3115,4/4/2019,2/20/2020 12:00,522,CLERMONT AVE,503,JRJ DEVELOPMENT LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000040C98E52C0000000A051404440,926332,0101000020110F000090242C35B0855FC1B668817678D75241,40.5024909973145,-74.2310333251953,Staten Island,NB,New Building,500398367,5170443,NB,7,false,6259,5/1/2019,4/30/2020 12:00,24,OTTAVIO PROMENADE,503,PINA DEVELOPEMENT LLC,RESIDENTIAL 1-2 FAMILY HOUSES,2,2
0101000020E610000000000060B68E52C0000000005F404440,663040,0101000020110F00000CC1882590855FC1C711F06687D75241,40.5028991699219,-74.2298812866211,Staten Island,NB,New Building,500401807,5841213,NB,8,false,4480,5/29/2019,5/28/2020 12:00,64,OTTAVIO PROMENADE,503,SAVOY DEVELOPMENT INC,RESIDENTIAL 1-2 FAMILY HOUSES,2,2
0101000020E6100000000000C0678F52C0000000A061404440,150000,0101000020110F0000FD6E976FBD865FC1F6AE87558AD75241,40.5029792785645,-74.2407073974609,Staten Island,A1,ALT 1 Enlargement,520355491,5087772,A1,9,true,667,9/25/2019,9/24/2020 12:00,535,YETMAN AVENUE,503,ALL TIME CONSTRUCTION INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000020B18E52C00000004062404440,926332,0101000020110F00006B6D9D3A87855FC1011A3E088BD75241,40.5029983520508,-74.2295608520508,Staten Island,NB,New Building,500401816,5848916,NB,10,false,6259,5/29/2019,5/28/2020 12:00,74,OTTAVIO PROMENADE,503,SAVOY DEVELOPMENT INC,RESIDENTIAL 1-2 FAMILY HOUSES,2,2
0101000020E6100000000000C0C28E52C0000000A063404440,1305656,0101000020110F0000E173B32AA5855FC1361169918CD75241,40.5030403137207,-74.2306365966797,Staten Island,NB,New Building,500401825,5848912,NB,11,false,8822,6/19/2019,6/18/2020 12:00,43,OTTAVIO PROMENADE,503,NELLO DEVELOPMENT CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000040A68E52C00000008068404440,1021644,0101000020110F00000DF7B5C174855FC18CFF5E0392D75241,40.5031890869141,-74.2288970947266,Staten Island,NB,New Building,520314437,5164955,NB,12,false,6903,7/11/2019,5/19/2020 12:00,96,OTTAVIO PROMENADE,503,PINA DEVELOPEMENT LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000020C48E52C0000000C06B404440,573056,0101000020110F0000A3C09B80A7855FC1010FAEA495D75241,40.503288269043,-74.2307205200195,Staten Island,NB,New Building,500397554,5848926,NB,13,false,3872,5/1/2019,4/30/2020 12:00,55,LEONELLO LANE,503,PINA DEVELOPEMENT LLC,RESIDENTIAL 1-2 FAMILY HOUSES,2,1
0101000020E610000000000000AF8E52C0000000C070404440,920412,0101000020110F00006E82939E83855FC12A74633A9BD75241,40.5034408569336,-74.2294311523438,Staten Island,NB,New Building,510033465,5863186,NB,14,false,6219,5/1/2019,4/30/2020 12:00,81,OTTAVIO PROMENADE,503,PINA DEVELOPEMENT LLC,RESIDENTIAL 1-2 FAMILY HOUSES,2,1
0101000020E6100000000000A0C08E52C0000000A074404440,1045028,0101000020110F0000E388A98EA1855FC12C356A8E9FD75241,40.5035591125488,-74.2305068969727,Staten Island,NB,New Building,520313839,5168934,NB,15,false,7061,1/25/2019,1/25/2020 12:00,59,BELWOOD LOOP,503,MADONIA DEVELOPMENT CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000000A68E52C00000000075404440,706700,0101000020110F0000A517005574855FC1C0B1A4F99FD75241,40.5035705566406,-74.2288818359375,Staten Island,NB,New Building,510033483,5863184,NB,16,false,4775,5/29/2019,5/28/2020 12:00,99,OTTAVIO PROMENADE,503,SAVOY DEVELOPMENT INC,RESIDENTIAL 1-2 FAMILY HOUSES,2,1
0101000020E6100000000000E0209052C00000000076404440,150000,0101000020110F0000AA2AACE3F7875FC1CB039617A1D75241,40.5036010742188,-74.2520065307617,Staten Island,A1,ALT 1 Enlargement,520202619,5088447,A1,17,true,1485,8/12/2019,5/24/2020 12:00,161,SATTERLEE STREET,503,ROCK SOLID LANDSCAPE AND,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000060D28E52C00000000099404440,1601508,0101000020110F00000E7F1AB5BF855FC1CC36A92FC8D75241,40.5046691894531,-74.2315902709961,Staten Island,NB,New Building,520135862,5168936,NB,18,false,10821,5/22/2019,5/21/2020 12:00,17,BELVEDERE COURT,503,FAYZO MASONARY INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000E0039052C0000000409D404440,44400,0101000020110F000003EF42A1C6875FC1E326F0EECCD75241,40.5047988891602,-74.2502365112305,Staten Island,NB,New Building,520376236,5174461,NB,19,false,300,8/29/2019,3/1/2020 12:00,99GAR,CONNECTICUT STREET,503,BRIDLE ESTATES INC,UTILITY / MISCELLANEOUS,1,
0101000020E6100000000000E0039052C0000000409D404440,547600,0101000020110F000003EF42A1C6875FC1E326F0EECCD75241,40.5047988891602,-74.2502365112305,Staten Island,NB,New Building,520376272,5174460,NB,20,false,3700,8/29/2019,3/1/2020 12:00,99,CONNECTICUT STREET,503,BRIDLE ESTATES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000060049052C0000000E0A0404440,44400,0101000020110F0000D6ADAE7AC7875FC1E4F47FFBD0D75241,40.5049095153809,-74.2502670288086,Staten Island,NB,New Building,520376245,5174459,NB,21,false,300,8/29/2019,3/1/2020 12:00,93GAR,CONNECTICUT STREET,503,BRIDLE ESTATES INC,UTILITY / MISCELLANEOUS,1,
0101000020E610000000000060049052C0000000E0A0404440,547600,0101000020110F0000D6ADAE7AC7875FC1E4F47FFBD0D75241,40.5049095153809,-74.2502670288086,Staten Island,NB,New Building,520376281,5174458,NB,22,false,3700,8/29/2019,3/1/2020 12:00,93,CONNECTICUT STREET,503,BRIDLE ESTATES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000020059052C000000020A4404440,44400,0101000020110F0000124CD0C0C8875FC17F1ED59CD4D75241,40.5050086975098,-74.2503128051758,Staten Island,NB,New Building,520376263,5174457,NB,23,false,300,8/29/2019,3/1/2020 12:00,87GAR,CONNECTICUT STREET,503,BRIDLE ESTATES INC,UTILITY / MISCELLANEOUS,1,
0101000020E610000000000020059052C000000020A4404440,547600,0101000020110F0000124CD0C0C8875FC17F1ED59CD4D75241,40.5050086975098,-74.2503128051758,Staten Island,NB,New Building,520376290,5174456,NB,24,false,3700,8/29/2019,3/1/2020 12:00,87,CONNECTICUT STREET,503,BRIDLE ESTATES INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000080C58F52C000000000BE404440,960000,0101000020110F000006B201AE5C875FC1F99DCC83F1D75241,40.5057983398438,-74.2464294433594,Staten Island,A1,ALT 1 Enlargement,520374149,5088218,A1,25,true,2592,9/26/2019,9/25/2020 12:00,125,SWINNERTON STREET,503,AJC RENOVATIONS LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E6100000000000205C8E52C0000000A0C2404440,537388,0101000020110F0000C2B510D9F6845FC1A33F54AEF6D75241,40.5059394836426,-74.2243728637695,Staten Island,NB,New Building,520353607,5171082,NB,26,false,3631,3/21/2019,3/20/2020 12:00,493,BUTLER BOULEVARD,503,M.S.B. DEVELOPMENT CO INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000205C8E52C0000000A0C2404440,44400,0101000020110F0000C2B510D9F6845FC1A33F54AEF6D75241,40.5059394836426,-74.2243728637695,Staten Island,NB,New Building,520353616,5171085,NB,27,false,300,3/21/2019,3/20/2020 12:00,493GAR,BUTLER BOULEVARD,503,M.S.B. DEVELOPMENT CO INC,UTILITY / MISCELLANEOUS,1,0
0101000020E610000000000060578E52C0000000A0C2404440,561068,0101000020110F0000F52091C7EE845FC1A33F54AEF6D75241,40.5059394836426,-74.2240829467773,Staten Island,NB,New Building,520356748,5171135,NB,28,false,3791,3/21/2019,3/20/2020 12:00,492,RICHARD AVENUE,503,M.S.B. DEVELOPMENT CO INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,1
0101000020E610000000000060578E52C000000040C7404440,524660,0101000020110F0000F52091C7EE845FC1B097DCD8FBD75241,40.5060806274414,-74.2240829467773,Staten Island,NB,New Building,520352127,5171134,NB,29,false,3545,3/21/2019,3/20/2020 12:00,488,RICHARD AVENUE,503,M.S.B. DEVELOPMENT CO INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000060578E52C000000040C7404440,44400,0101000020110F0000F52091C7EE845FC1B097DCD8FBD75241,40.5060806274414,-74.2240829467773,Staten Island,NB,New Building,520352136,5171137,NB,30,false,300,3/21/2019,3/20/2020 12:00,488GAR,RICHARD AVENUE,503,M.S.B. DEVELOPMENT CO INC,UTILITY / MISCELLANEOUS,1,0
0101000020E6100000000000205C8E52C000000080C7404440,44400,0101000020110F0000C2B510D9F6845FC1B89A5920FCD75241,40.5060882568359,-74.2243728637695,Staten Island,NB,New Building,520350780,5171084,NB,31,false,300,3/21/2019,3/20/2020 12:00,489GAR,BUTLER BOULEVARD,503,M.S.B. DEVELOPMENT CO INC,UTILITY / MISCELLANEOUS,1,0
0101000020E6100000000000205C8E52C000000020CC404440,537388,0101000020110F0000C2B510D9F6845FC10CB3E24A01D85241,40.5062294006348,-74.2243728637695,Staten Island,NB,New Building,520353581,5171683,NB,32,false,3631,3/21/2019,3/20/2020 12:00,485,BUTLER BOULEVARD,503,M.S.B. DEVELOPMENT CO INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000205C8E52C000000020CC404440,44400,0101000020110F0000C2B510D9F6845FC10CB3E24A01D85241,40.5062294006348,-74.2243728637695,Staten Island,NB,New Building,520353590,5171083,NB,33,false,300,3/21/2019,3/20/2020 12:00,485GAR,BUTLER BOULEVARD,503,M.S.B. DEVELOPMENT CO INC,UTILITY / MISCELLANEOUS,1,0
0101000020E610000000000060578E52C000000020CC404440,524660,0101000020110F0000F52091C7EE845FC10CB3E24A01D85241,40.5062294006348,-74.2240829467773,Staten Island,NB,New Building,520352109,5171133,NB,34,false,3545,3/21/2019,3/20/2020 12:00,484,RICHARD AVENUE,503,M.S.B. DEVELOPMENT CO INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000060578E52C000000020CC404440,44400,0101000020110F0000F52091C7EE845FC10CB3E24A01D85241,40.5062294006348,-74.2240829467773,Staten Island,NB,New Building,520352118,5171136,NB,35,false,300,3/21/2019,3/20/2020 12:00,484GAR,RICHARD AVENUE,503,M.S.B. DEVELOPMENT CO INC,UTILITY / MISCELLANEOUS,1,0
0101000020E6100000000000C0808F52C000000000D5404440,627964,0101000020110F000010B4A2E6E7865FC12256BB340BD85241,40.5065002441406,-74.2422332763672,Staten Island,NB,New Building,520368174,5171388,NB,36,false,4243,7/3/2019,5/28/2020 12:00,394,YETMAN AVENUE,503,DIMOLA CONSTRUCTION CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000C0808F52C000000000D5404440,39072,0101000020110F000010B4A2E6E7865FC12256BB340BD85241,40.5065002441406,-74.2422332763672,Staten Island,NB,New Building,520368192,5171389,NB,37,false,264,7/3/2019,5/28/2020 12:00,394GAR,YETMAN AVENUE,503,DIMOLA CONSTRUCTION CORP,UTILITY / MISCELLANEOUS,1,0
0101000020E610000000000040818F52C0000000A0D7404440,627964,0101000020110F0000E3720EC0E8865FC15F445D230ED85241,40.5065803527832,-74.2422637939453,Staten Island,NB,New Building,520368165,5171386,NB,38,false,4243,7/3/2019,5/28/2020 12:00,390,YETMAN AVENUE,503,DIMOLA CONSTRUCTION CORP,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E610000000000040818F52C0000000A0D7404440,39072,0101000020110F0000E3720EC0E8865FC15F445D230ED85241,40.5065803527832,-74.2422637939453,Staten Island,NB,New Building,520368183,5171387,NB,39,false,264,7/3/2019,5/28/2020 12:00,390GAR,YETMAN AVENUE,503,DIMOLA CONSTRUCTION CORP,UTILITY / MISCELLANEOUS,1,0
0101000020E610000000000040409052C0000000C0E2404440,666000,0101000020110F0000B730D52E2D885FC1BF60A0901AD85241,40.5069198608398,-74.2539215087891,Staten Island,NB,New Building,520363464,5170535,NB,40,false,4500,4/25/2019,3/20/2020 12:00,24,TOTTENVILLE PLACE,503,NICOLOSI BROS INC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000A0518F52C000000060E3404440,100000,0101000020110F000023B3B7DA97865FC1E87B59431BD85241,40.5069389343262,-74.2393569946289,Staten Island,A1,ALT 1 Enlargement,520357328,5087809,A1,41,true,586,7/30/2019,7/24/2020 12:00,317,GEORGE STREET,503,OMUNDSEN CONSTRUCTION COR,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E610000000000060069052C000000080EE404440,520072,0101000020110F00001FA95DE0CA875FC1F2F2A0B027D85241,40.5072784423828,-74.2503890991211,Staten Island,NB,New Building,520298927,5169007,NB,42,false,3514,5/14/2019,5/13/2020 12:00,37,SUMMIT ROAD,503,"OAK DEVELOPERS,LLC",RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000E0E68F52C000000080F2404440,500000,0101000020110F00005CB3D95E95875FC1449E76282CD85241,40.5074005126953,-74.2484664916992,Staten Island,A1,ALT 1 Enlargement,520364221,5116153,A1,43,true,1750,8/19/2019,3/8/2020 12:00,26,CARTERET STREET,503,AMERICAN PRO BUILDERS*,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,1
0101000020E6100000000000A00A9052C000000020F3404440,508084,0101000020110F00001A7F7118D2875FC15D0D30DB2CD85241,40.5074195861816,-74.2506484985352,Staten Island,NB,New Building,520298918,5088389,NB,44,false,3433,5/14/2019,5/13/2020 12:00,43,SUMMIT ROAD,503,"OAK DEVELOPERS,LLC",RESIDENTIAL: 1 & 2 FAMILY HOUSES,3,2
0101000020E6100000000000404B8F52C00000004000414440,683908,0101000020110F000029F299068D865FC1D22B69843BD85241,40.5078201293945,-74.2389678955078,Staten Island,NB,New Building,520308532,5169751,NB,45,false,4621,9/30/2019,9/29/2020 12:00,148,SPRAGUE AVE,503,WALLACE AVENUE CONSTR LLC,RESIDENTIAL: 1 & 2 FAMILY HOUSES,2,2
0101000020E6100000000000E0518E52C0000000600A414440,33004,0101000020110F0000EAEDEF6FE5845FC17A0AC5D346D85241,40.508129119873,-74.223747253418,Staten Island,NB,New Building,520361750,5169250,NB,46,false,223,10/29/2019,5/12/2020 12:00,411GAR,RICHARD AVENUE,503,CPMG CUSTOM HOME BUILDERS,UTILITY / MISCELLANEOUS,1,0
